Material;Descrição;Status;PP_TIPO_SACO_COLADO;PP_ALTURA_UTIL;PP_FACE;PP_PATCH;PP_FUNDO;PP_FUNDO_INF;PP_VALVULA;PP_PERFURADO_TUBEIRA;PP_PERFURADO_COLADEIRA;PP_FUROS_COLADEIRA;PP_DIAMETRO_FUROS_COLADEI;PP_NUMERO_FOLHAS;PP_PAPEL_EXTERNO;PP_GRAMATURA_EXTERNO;PP_PAPEL_2;PP_GRAMATURA_2;PP_PAPEL_3;PP_GRAMATURA_3;PP_PAPEL_4;PP_GRAMATURA_4;PP_PAPEL_5;PP_GRAMATURA_5;PP_PAPEL_INTERNO;PP_GRAMATURA_INTERNO;PP_TIP_PERF_FOL_EXT;PP_TIP_PERF_FOL_2;PP_TIP_PERF_FOL_3;PP_TIP_PERF_FOL_4;PP_TIP_PERF_FOL_5;PP_TIP_PERF_FOL_INT;PP_LARGURA_PEAD;PP_PERMEANCIA
756516;COLVA  92x66  LE CLASSIC PAP 35kg TESTE;C;COLVA;510;450;X;115;;115;S;N;;;2;SAK;75;;;;;;;;;SAK;75;NÃO PERFURAR;;;;;MIC PERF TOTAL;;50
756621;COLVA 102x76 CIM IRAQUE 60G TESTE S IMP;C;COLVA;630;500;N;100;;100;S;S;100;1.00;3;SAK;60;SAK;60;;;;;;;SAK;60;NÃO PERFURAR;NANO PERF TOT;;;;NANO PERF TOT;;65
756662;COLVA 107x76 CPIV32 RS 50kg 2000122;C;COLVA;615;525;N;115;;115;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;100
756666;COLVA 102x76 CIMENT IRAQUE 70G TST S IMP;C;COLVA;630;500;N;100;;100;S;S;100;1.00;3;SAK;70;SAK;70;;;;;;;SAK;70;NÃO PERFURAR;NANO PERF TOT;;;;NANO PERF TOT;;65
756679;COLVA 102x76 CIM IRAQUE 85G TST S IMP;C;COLVA;630;500;N;100;;100;S;S;100;1.00;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;65
756686;COLVA 102x76 CIM IRAQUE 90G TST S IMP;C;COLVA;630;500;N;100;;100;S;S;100;1.00;2;SAK;90;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;65
756806;COLVA 80x53  ATENAS 25KG;L;COLVA;405;390;X;90;90;90;S;S;72;1.00;3;SBK;83;PAF;8;;;;;;;SAK;85;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;790;14
756822;COLMI 129x107 R1160 CAFCO 300;L;COLMI;815;635;C;205;205;205;S;S;56;2.00;4;SLF;80;SLF;80;PAS;10;;;;;SLF;80;CILIN 2 TOT;CILIN 2 TOT;CILIN 2 TOT;;;CILIN 2 TOT;1280;40
756860;COLMI 74x56 ACIII MAUA 20KG 9011297;C;COLMI;415;355;X;110;;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;720;20
756896;COLVA 104x76 CP II C32 TESTE;C;COLVA;620;510;N;110;;110;S;S;76;1.00;2;SAK;90;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;70
756898;COLVA 104x76 CP IV 32 TESTE;C;COLVA;620;510;N;110;;110;S;S;76;1.00;2;SAK;90;;;;;;;;;SAK;90;NANO PERF TOT;;;;;NANO PERF TOT;;43
756906;COLVA 104x75  CPII C40 TESTE;C;COLVA;610;510;N;110;;110;S;S;76;1.00;2;SAK;90;;;;;;;;;SAK;90;NANO PERF TOT;;;;;NANO PERF TOT;;80
756914;COLVA 100x70 CAB 45 TESTE;C;COLVA;575;490;N;95;;95;S;S;76;1.00;2;SAK;90;;;;;;;;;SAK;90;NANO PERF TOT;;;;;NANO PERF TOT;;70
757071;COLVA 74x51 ARG COLANTE ACIII 20KG TST;L;COLVA;365;360;X;110;110;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;730;18
757234;COLMI 100x70 RUF LAYOUT 2019 03 SEMPATCH;L;COLMI;525;490;X;140;140;140;S;N;;;3;SBK;73;SAK;70;;;;;;;SAK;70;MIC PERF LAT;MIC PERF TOTAL;;;;MIC PERF TOTAL;;70
757240;COLMI 100x70 RKB2 LAYOUT 2019 03 SEMPAT;L;COLMI;525;490;X;140;140;140;S;N;;;3;SBK;73;SAK;70;;;;;;;SAK;70;MIC PERF LAT;MIC PERF TOTAL;;;;MIC PERF TOTAL;;70
757316;COLVA 102x76 CIM IRAQUE 60G TESTE;C;COLVA;630;500;N;100;;100;S;S;100;1.00;3;SAK;60;SAK;60;;;;;;;SAK;60;NÃO PERFURAR;NANO PERF TOT;;;;NANO PERF TOT;;65
757328;COLVA 102X76  CIM IRAQUE 85G TESTE;C;COLVA;630;500;N;100;;100;S;S;100;1.00;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;65
757353;COLVA 102x76 CIM IRAQUE 90G TESTE;C;COLVA;630;500;N;100;;100;S;S;100;1.00;2;SAK;90;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;65
757361;COLVA 102x76 CIMENTO IRAQUE 70G TESTE;C;COLVA;630;500;N;100;;100;S;S;100;1.00;3;SAK;70;SAK;70;;;;;;;SAK;70;NÃO PERFURAR;NANO PERF TOT;;;;NANO PERF TOT;;65
757461;COLMI 129x110 R1152 CAFCO 300 HS;L;COLMI;840;635;C;205;205;205;S;S;56;2.00;3;SAK;85;PAF;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;1280;70
757503;COLMI 98X73 BULKSAK51419 519031;L;COLMI;580;480;X;110;110;110;S;N;;;2;SBK;83;;;;;;;;;SAK;75;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;80
757541;COLMI 129x110 R1183 CAFCO 300;C;COLMI;840;635;C;205;205;205;S;S;56;2.00;3;SAK;85;PAF;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;1280;70
757809;COLME 109X80 HAVER 25KG 73501;L;COLME;615;535;C;150;150;150;S;N;;;2;SAK;86;;;;;;;;;SAK;76;NÃO PERFURAR;;;;;MIC PERF TOTAL;;90
757842;COLMI 85x65 95450536 80 RIP RAP PLAIN;L;COLMI;495;405;X;115;115;115;S;N;;;3;SLF;90;SLF;90;;;;;;;SLF;90;NÃO PERFURAR;MIC PERF TOTAL;;;;MIC PERF TOTAL;;40
758432;COLVA 85x62 95469805 80 SKT CONCRET MIX;C;COLVA;470;410;X;115;;115;S;N;;;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;60
758610;COLVA 72x50  POTY ACIII CINZA 20kg TESTE;S;COLVA;365;350;X;100;100;100;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;60;NÃO PERFURAR;NÃO PERFURAR;;;;NANO PERF TOT;710;17
759213;COLME 111X80 93902B405 ARCON SM SPA TST;L;COLME;600;540;C;165;165;165;S;N;;;4;SAK;86;SAK;76;SPA;40;;;;;SAK;76;NÃO PERFURAR;MIC PERF TOTAL;NÃO PERFURAR;;;MIC PERF TOTAL;1090;45
759471;COLVA 89x64 95460328 80 AMX 400 MOR S;C;COLVA;475;430;X;115;;115;S;N;;;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;MIC PERF TOTAL;;60
759583;COLVA 68x52 95460720 40 SKT CONC MIX;L;COLVA;380;330;X;115;90;115;S;N;;;2;SBK;83;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;35
759933;COLVA 108x77 MORT MAESTRO 50KG TEC TST;L;COLVA;580;530;X;150;150;150;S;N;;;2;SAK;90;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;100
759961;COLME 119x86 1600000038 NI V EXT PEAD FI;L;COLME;655;585;D;180;180;160;S;N;;;3;SBK;83;PAF;8;;;;;;;SAK;75;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;1180;60
759965;COLME 114X83 1600000039 VAL EXT FILTR;L;COLME;625;555;D;180;180;160;S;N;;;2;SBK;83;;;;;;;;;SAK;75;NÃO PERFURAR;;;;;MIC PERF TOTAL;;120
760054;COLVA 70x56 CIMENT INT ACI 20kg 9009808;L;COLVA;415;335;X;110;110;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;680;20
760077;COLMI 70x58 CIMENT INT ACI 20KG 9009810;L;COLMI;425;335;X;110;110;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;680;20
760137;COLVA 70x56 CIMENT INT ACI 20kg 9009812;L;COLVA;415;335;X;110;110;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;680;20
760181;COLMI  78x60 BULKSAK51486 218092;L;COLMI;470;380;X;90;90;90;S;S;16;1.50;2;SBK;83;;;;;;;;;SAK;90;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;85
760187;COLMI  78x60  BULKSAK51484 218090;L;COLMI;470;380;X;90;90;90;S;S;16;1.50;2;SBK;83;;;;;;;;;SAK;90;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;85
760383;COLBA 107X105 ESTAN DEL LAGO 3SAK70 TEST;C;COLBA;950;525;F;140;;;N;N;;;3;SAK;71;SAK;71;;;;;;;SAK;71;;;;;;;;45
760464;COLVA 70x56 CIMENT EXT ACII 20KG 9009814;L;COLVA;415;335;X;110;110;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;680;20
760465;COLMI 74x56 PORC INT CZ 20kg 9009827;L;COLMI;415;355;X;110;110;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;720;20
760545;COLMI 87X65 80077728 AG DOLOMITA;C;COLMI;520;420;X;90;;90;N;N;;;2;SBK;83;;;;;;;;;SAK;75;;;;;;;;50
760626;COLMI 83x62 95460664 60 MOR MIX TYPE N;C;COLMI;460;405;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;820;40
760710;COLVA 68x52 95460720 40 SKT CONC MIX;L;COLVA;380;330;X;115;90;115;S;N;;;2;SBK;83;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;35
760782;COLVA 85x62 95469805 SKT CONCRET MIX;C;COLVA;470;410;X;115;;115;S;N;;;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;60
760822;COLVA 106X78 CPC30R RS 50KG TEPETZINGO;L;COLVA;620;520;V;125;125;125;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;100
760823;COLVA  104X75 CPC30R RS 50kg APAZAPAN;L;COLVA;600;510;V;120;120;120;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NANO PERF TOT;;;;;NANO PERF TOT;;130
760827;COLVA 106X77 CPC30R 50kg CERRITOS;L;COLVA;620;520;V;125;125;125;S;S;36;1.00;2;SAK;90;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;100
760828;COLVA 78x58 95460697 60 SU MIX CONC MIX;L;COLVA;430;380;X;115;115;115;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;50
760851;COLMI 82X63 80253089 CAL ORANGE 75/200;L;COLMI;505;400;X;90;90;90;S;N;;;2;SAK;85;;;;;;;;;SAK;75;MIC PERF TOTAL;;;;;NANO PERF TOT;;100
760853;COLMI 87x63 95460655 80 MOR MIX TYPE N;L;COLMI;475;425;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;860;60
760888;COLMI 82X64 80253092 CALCIUM RED;L;COLMI;505;400;X;90;90;90;S;N;;;2;SAK;85;;;;;;;;;SAK;75;NÃO PERFURAR;;;;;MIC PERF TOTAL;;44
760909;COLMI 86X65 80253091 CAL BLUE N 325;L;COLMI;520;420;X;95;95;95;S;N;;;2;SAK;85;;;;;;;;;SAK;75;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;85
760993;COLMI 109x75  1273 21K 50 TITANIUM;L;COLMI;570;535;X;140;140;140;S;N;;;3;SPB;80;SLF;91;;;;;;;SLF;91;CILIN 3 TOT;MIC PERF TOTAL;;;;CILIN 3 TOT;;75
760995;COLMI 89x68 95460797 80 KRAFT PLAIN;L;COLMI;510;430;X;130;130;130;S;N;;;3;SAK;85;PAX;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;870;40
761051;COLVA 109x77 MORTERO MAESTRO 50kg C TST;L;COLVA;610;535;V;130;130;130;S;S;48;1.00;2;SAK;90;;;;;;;;;SAK;90;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;110
761091;COLMI 107x85 80077745 HYDLIME HI CALCIUM;C;COLMI;660;520;X;155;;90;S;N;;;2;SBK;83;;;;;;;;;SAK;120;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;140
761130;COLME 104x74 BAYFER AMA TST 2SAK70;C;COLME;560;510;C;145;;145;S;N;;;2;SAK;70;;;;;;;;;SAK;70;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;100
761164;COLVA 106x76 HOLCIM APASCO 50KG SL TST;L;COLVA;610;520;N;120;120;120;S;S;48;1.00;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;110
761172;COLMI 78x60 95460727 SAKRETE SAND MIX;L;COLMI;445;380;X;115;115;115;S;N;;;2;SBK;83;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;50
761175;COLMI 111x80 2789 03 PVC RESIN BLUE 25kg;L;COLMI;612;545;C;140;140;140;N;N;;;2;SAK;70;;;;;;;;;SAK;70;;;;;;;;77
761306;COLMI 129x107 R1169 CAFCO 300HS;L;COLMI;815;635;C;205;205;205;S;S;56;2.00;4;SLF;80;SLF;80;PAS;10;;;;;SLF;80;CILIN 2 TOT;CILIN 2 TOT;CILIN 2 TOT;;;CILIN 2 TOT;1280;25
761350;COLVA 100x70 CAB 45 TESTE DHL;L;COLVA;575;490;N;95;95;95;S;S;76;1.00;2;SSN;100;;;;;;;;;SSN;100;NANO PERF TOT;;;;;NANO PERF TOT;;70
761386;COLVA 104x76 CP IV 32 TESTE DHL;L;COLVA;620;510;N;110;110;110;S;S;76;1.00;2;SSN;100;;;;;;;;;SSN;100;NANO PERF TOT;;;;;NANO PERF TOT;;70
761388;COLVA 104x76 CP II C32 TESTE DHL;L;COLVA;620;510;N;110;110;110;S;S;76;1.00;2;SSN;100;;;;;;;;;SSN;100;NÃO PERFURAR;;;;;NANO PERF TOT;;70
761428;COLVA 106x77 NES CEM II BLL TST S IMPDHL;L;COLVA;605;515;X;130;130;130;S;S;96;1.00;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;130
761586;COLVA 87x63 95460875 80 AMX740 SCR B ST;L;COLVA;475;425;X;115;115;115;S;N;;;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;MIC PERF TOTAL;;60
761678;COLVA 87x64 95460693 80 SKT SAND MIX;C;COLVA;475;425;X;115;115;115;S;N;;;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;MIC PERF TOTAL;;60
761680;COLMI  96X73 1295 11K BALL CLAY 75000407;L;COLMI;560;470;X;130;130;90;S;N;;;2;SAK;90;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;98
761682;COLMI  82X68 1295 12K HIFILL;L;COLMI;520;400;X;120;120;90;N;N;;;2;SAK;85;;;;;;;;;SAK;85;;;;;;;;70
761828;COLME  109X78  SAGU 25KG E001;L;COLME;605;535;X;140;140;140;N;N;;;2;SAK;71;;;;;;;;;SAK;71;;;;;;;;45
761842;COLMI 78X58  MULT SS BLANK SAND 2SAK TST;L;COLMI;430;380;X;100;100;100;S;N;;;2;SAK;85;;;;;;;;;SAK;85;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;33
761872;COLVA 104x76 CPIIE32 ALVOR 50KG 70000131;L;COLVA;620;510;N;115;115;115;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NANO PERF TOT;;;;;NANO PERF TOT;;160
761994;COLMI 100X74 CHIII 20kg TESTE;L;COLMI;610;490;N;95;95;95;S;N;;;2;SAK;70;;;;;;;;;SAK;70;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;90
762122;COLVA 87x64 95460872 80 AM405 505COL MO;C;COLVA;475;425;X;115;;115;S;N;;;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;MIC PERF TOTAL;;60
762123;COLMI 78x60 95460727 60 SKT SAND MIX;L;COLMI;445;380;X;115;115;115;S;N;;;2;SBK;83;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;50
762156;COLMI 83x62 95460664 60 MORT MIX TYPE N;S;COLMI;460;405;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;820;40
762300;COLVA 106x78 GUAPAN TIPO IP COM FILME;L;COLVA;630;520;X;110;110;110;S;S;84;1.00;3;SAK;85;PAX;8;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;1050;60
762303;COLMI 87x62 95460832 80 SKT 5000 PLUS;C;COLMI;470;420;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;90;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;850;40
762402;COLMI 96X71 5000386 TYPE S;L;COLMI;560;470;X;110;110;110;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;85;MIC PERF TOTAL;MIC PERF TOTAL;;;;MIC PERF TOTAL;950;55
762405;COLVA 96x74 95460504 SKT POR I II 94LBS;L;COLVA;585;470;X;115;115;115;S;N;;;3;SAK;85;PAF;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;950;40
762808;COLMI 102x79 IND DEXTROSE 700473;L;COLMI;600;495;C;150;145;150;N;N;;;3;SAK;61;SAK;61;;;;;;;SAK;61;;;;;;;;33
762855;COLMI  95X69 80194924 SEA MUD;L;COLMI;535;460;X;120;120;120;S;N;;;3;SAK;85;PAX;10;;;;;;;SAK;75;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;930;50
762972;COLMI  95X69 80214705 TAU MOD;C;COLMI;535;460;X;120;120;120;S;N;;;3;SAK;85;PAX;10;;;;;;;SAK;75;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;930;60
763058;COLVA 98X71 USO ALBANILERIA 42,5KG TST;L;COLVA;570;480;X;105;105;105;S;N;;;4;SBK;83;SAK;75;PAX;8;;;;;SAK;75;NANO PERF TOT;NANO PERF TOT;NÃO PERFURAR;;;NANO PERF TOT;970;50
763211;COLMI 104X80 80109035 TEXLIME HYDRATED;L;COLMI;635;510;X;127;127;105;S;S;32;2.00;2;SBK;83;;;;;;;;;SAK;90;CILIN 2 TOT;;;;;CILIN 2 TOT;;100
763258;COLVA 94x70 102491 TYPE S ALTERNATIVE;L;COLVA;555;460;X;110;110;110;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NANO PERF TOT;;;;;NANO PERF TOT;930;135
763322;COLME 114x84 PO CACAU 25kg PBR N 41764;L;COLME;590;560;T;220;220;140;S;N;;;3;SAK;86;SPE;101;;;;;;;SAK;86;NÃO PERFURAR;MIC PERF TOTAL;;;;NÃO PERFURAR;;45
763349;COLME 109X81 EMB LISA 25kg 712436;L;COLME;600;535;C;170;170;150;S;N;;;2;SAK;86;;;;;;;;;SAK;76;NÃO PERFURAR;;;;;MIC PERF TOTAL;;60
763524;COLMI  100X75  50 EM KAOLIN TST;L;COLMI;625;485;X;90;90;90;S;N;;;2;SAK;85;;;;;;;;;SAK;85;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;33
763525;COLVA 96X73 102489 PORTLAND TYPE I II;L;COLVA;585;470;X;110;110;110;S;N;;;3;SAK;90;PAX;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;950;50
763526;COLVA 84x59 CEM ESPECIAL DISPERSIVEL;L;COLVA;445;410;N;115;115;115;S;N;;;2;SAD;83;;;;;;;;;SAD;83;NÃO PERFURAR;;;;;NANO PERF TOT;;65
763596;COLVA 98X71 USO ALBANILERIA TST SDK;L;COLVA;570;480;X;105;105;105;S;N;;;4;SDK;80;SAK;75;PAX;8;;;;;SAK;75;NANO PERF TOT;NANO PERF TOT;NÃO PERFURAR;;;NANO PERF TOT;970;50
763658;COLMI 102X73 60000080 ASHGROVE;L;COLMI;580;500;X;110;110;110;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;1010;40
763691;COLMI 102X73 60000081 ASHGROVE HS;L;COLMI;580;500;X;110;110;110;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;1010;40
763694;COLMI 98X72 60000082 ASHGROVE I II;L;COLMI;570;480;X;110;110;110;S;N;;;3;SAK;85;PAX;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;970;23
763707;COLME  116x81  POOL BASE;L;COLME;590;570;X;180;180;180;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;90;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;1150;60
763888;COLMI 114x85 80077756 TYPE S SAK;L;COLMI;635;560;X;180;180;105;S;S;104;1.50;2;SAK;90;;;;;;;;;SAK;90;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;160
764080;COLMI 109x80  80077755 HI CAL TESTE PLT;L;COLMI;585;535;X;180;180;105;S;S;100;1.50;2;SBK;83;;;;;;;;;SAK;90;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;160
764367;COLVA 78x56 95460716 60 SKT CONCRET MIX;L;COLVA;405;380;X;115;115;115;S;N;;;2;SBK;83;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;60
764410;COLMI 106x80 ALMID NATIVO USO ALIMENT;C;COLMI;610;515;X;150;;150;N;N;;;2;SAK;76;;;;;;;;;SAK;76;;;;;;;;60
764412;COLVA 85x62 95469805 80 SKT CONCRET MIX;L;COLVA;470;410;X;115;115;115;S;N;;;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;60
764467;COLVA 85x63 CPIIZ32 25KG SEM IMP TESTE;C;COLVA;495;415;N;110;;110;S;N;;;2;SAK;70;;;;;;;;;SAK;70;NÃO PERFURAR;;;;;NANO PERF TOT;;100
764541;COLME 112x76 ALMIDON 25KG;C;COLME;560;550;C;160;180;160;S;N;;;2;SAK;86;;;;;;;;;SAK;76;NÃO PERFURAR;;;;;MIC PERF TOTAL;;90
764643;COLVA 87x63 95460872 80 AM405 505COL MO;L;COLVA;475;425;X;115;115;115;S;N;;;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;MIC PERF TOTAL;;60
764656;COLVA 102x74  MULTI PROPOS DISP TST;L;COLVA;595;500;N;120;120;120;S;N;;;2;SAD;83;;;;;;;;;SAD;83;NANO PERF TOT;;;;;NANO PERF TOT;;80
764870;COLVA 102x76 CEM POR LIM CRYS 50KG SAK90;L;COLVA;630;500;N;100;100;100;S;S;100;1.00;2;SAK;90;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;65
764874;COLBA 119x95  CACAU EM PÓ ALT TESTE;L;COLBA;865;585;F;;140;;N;N;;;2;SAK;86;;;;;;;;;EPE;106;;;;;;;;100
764923;COLVA 98X71 USO ALBANILERIA TST SAK;L;COLVA;570;480;X;105;105;105;S;N;;;4;SAK;85;SAK;75;PAX;8;;;;;SAK;75;NANO PERF TOT;NANO PERF TOT;NÃO PERFURAR;;;NANO PERF TOT;970;50
764927;COLVA 85x62 CIMENTO 25KG TST S IMP;C;COLVA;470;415;X;115;;115;S;N;;;2;SAK;75;;;;;;;;;RVK;85;MIC PERF FACE;;;;;MIC PERF FACE;;45
764963;COLVA 106X75 YACUSES IF40 3250054;L;COLVA;610;520;N;115;115;115;S;N;;;2;SAK;90;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;100
764974;COLVA 106X75 YACUSES IF30 3250053;C;COLVA;610;520;N;115;115;115;S;N;;;2;SAK;90;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;100
765008;COLVA 98x72 USO ESTRUCTURAL 42,5KG;C;COLVA;580;480;X;105;105;105;S;N;;;3;SAK;85;PAX;8;;;;;;;SAK;85;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;970;40
765829;COLMI 89x63 95460324 80 SKT MORT MIX S;C;COLMI;475;430;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;90;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;870;40
766153;COLVA 107x76 VOTTOCPIV32 50KGDF 3005759;L;COLVA;620;525;N;115;115;115;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;110
766202;COLVA 100X73 CEMENT PLUS TESTE PAX;C;COLVA;590;485;X;100;100;100;S;N;;;3;SAK;90;PAX;8;;;;;;;SAK;90;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;980;100
766322;COLME 109X80 FEC AMDTC 25KG ROTO 260;L;COLME;615;535;C;150;150;150;S;N;;;2;SDK;81;;;;;;;;;SAK;76;NÃO PERFURAR;;;;;MIC PERF TOTAL;;70
766326;COLME 109X80 POL AZD 25KG ROTO 403;L;COLME;615;535;C;150;150;150;S;N;;;2;SDK;81;;;;;;;;;SAK;76;NÃO PERFURAR;;;;;MIC PERF TOTAL;;70
766343;COLVA 87x63 95460869 80 AMX600 FI GROUT;L;COLVA;475;425;X;115;115;115;S;N;;;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;MIC PERF TOTAL;;60
766359;COLVA 87x63 95460871 80 AMX500 MOR TY S;C;COLVA;475;425;X;115;115;115;S;N;;;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;MIC PERF TOTAL;;60
766370;COLVA 89x63 95460328 80 AMX 400 MOR S;L;COLVA;475;430;X;115;115;115;S;N;;;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;MIC PERF TOTAL;;60
766396;COLMI  96x72  80219865 BLANK TOP;L;COLMI;580;470;X;100;100;100;N;N;;;2;SAK;90;;;;;;;;;SAK;90;;;;;;;;50
766398;COLMI  96x72  80219902 GLEASON;L;COLMI;580;470;X;100;100;100;N;N;;;2;SAK;90;;;;;;;;;SAK;90;;;;;;;;50
